SampleID	group	Split
SFB001_1	NP_NRT	train
SFB002_1	NP_NRT	test
SFB007_1	NP_NRT	train
SFB013_1	NP_NRT	test
SFB016_1	NP_NRT	train
SFB017_1	NP_NRT	test
SFB018_1	NP_NRT	train
SFB019_1	NP_NRT	train
SFB020_1	NP_NRT	test
SFB021_1	NP_NRT	train
SFB024_1	NP_NRT	train
SFB025_1	NP_NRT	train
SFB026_1	NP_NRT	test
SFB029_1	NP_NRT	train
SFB031_1	NP_NRT	train
SFB032_1	NP_NRT	train
SFB045_1	NP_NRT	train
SFB046_1	NP_NRT	train
SFB053_1	NP_NRT	train
SFB054_1	NP_NRT	train
SFB055_1	NP_NRT	train
SFB058_1	NP_NRT	train
SFB059_1	NP_NRT	train
SFB062_1	NP_NRT	train
SFB063_1	NP_NRT	test
SFB065_1	NP_NRT	train
SFB066_1	NP_NRT	train
SFB068_1	NP_NRT	train
SFB072_1	NP_NRT	train
SFB073_1	NP_NRT	train
SFB074_1	NP_NRT	test
SFB076_1	NP_NRT	train
SFB077_1	NP_NRT	train
SFB078_1	NP_NRT	train
SFB079_1	NP_NRT	test
SFB080_1	NP_NRT	test
SFB081_1	NP_NRT	train
SFB082_1	NP_NRT	train
SFB083_1	NP_NRT	train
SFB085_1	NP_NRT	train
SFB086_1	NP_NRT	train
SFB091_1	NP_NRT	train
SFB093_1	NP_NRT	train
SFB096_1	NP_NRT	test
SFB097_1	NP_NRT	test
SFB099_1	NP_NRT	train
SFB101_1	NP_NRT	train
SFB102_1	NP_NRT	test
SFB103_1	NP_NRT	train
SFB105_1	NP_NRT	train
SFB107_1	NP_NRT	train
SFB109_1	NP_NRT	test
SFB110_1	NP_NRT	test
SFB113_1	NP_NRT	train
SFB114_1	NP_NRT	train
SFB115_1	NP_NRT	train
SFB121_1	NP_NRT	train
SFB123_1	NP_NRT	train
SFB124_1	NP_NRT	test
SFB127_1	NP_NRT	test
SFB130_1	NP_NRT	train
SFB132_1	NP_NRT	train
SFB133_1	NP_NRT	train
SFB003_1	P_NRT	test
SFB004_1	P_NRT	train
SFB008_1	P_NRT	train
SFB087_1	P_NRT	test
SFB090_1	P_NRT	train
SFB106_1	P_NRT	train
SFB112_1	P_NRT	train
SFB118_1	P_NRT	test
SFB119_1	P_NRT	train
SFB120_1	P_NRT	train
SFB122_1	P_NRT	test
SFB125_1	P_NRT	train
SFB126_1	P_NRT	train
SFB129_1	P_NRT	train
