SampleID	group	Split
CFB003	Con	train
CFB004	Con	test
CFB005	Con	test
CFB006	Con	test
CFB007	Con	test
CFB008	Con	test
CFB009	Con	train
CFB010	Con	test
CFB011	Con	train
CFB012	Con	train
CFB014	Con	train
CFB015	Con	train
CFB016	Con	train
CFB017	Con	train
CFB018	Con	test
CFB019	Con	train
CFB020	Con	train
CFB021	Con	train
CFB022	Con	train
CFB023	Con	train
CFB024	Con	train
CFB025	Con	train
CFB026	Con	train
CFB027	Con	test
CFB028	Con	train
CFB029	Con	test
CFB030	Con	train
CFB031	Con	train
CFB032	Con	train
CFB033	Con	train
CFB034	Con	train
CFB035	Con	test
CFB036	Con	train
CFB037	Con	train
CFB038	Con	train
CFB039	Con	test
CFB040	Con	train
CFB041	Con	train
CFB042	Con	train
CFB043	Con	test
CFB044	Con	train
CFB045	Con	train
CFB046	Con	train
CFB047	Con	train
CFB048	Con	train
CFB049	Con	test
CFB050	Con	train
CFB051	Con	train
CFB052	Con	train
CFB053	Con	train
CFB054	Con	train
CFB055	Con	train
CFB056	Con	train
CFB057	Con	train
CFB058	Con	train
CFB059	Con	test
CFB060	Con	train
CFB061	Con	train
CFB071	Con	test
CFB072	Con	train
CFB089	Con	train
CFB090	Con	train
CFB092	Con	train
CFB094	Con	train
CFB095	Con	train
CFB097	Con	train
CFB098	Con	test
CFB099	Con	train
CFB100	Con	train
CFB101	Con	test
CFB102	Con	train
CFB107	Con	train
CFB108	Con	test
CFB109	Con	test
CFB110	Con	test
CFB111	Con	test
CFB112	Con	test
CFB113	Con	train
CFB114	Con	test
CFB115	Con	train
CFB117	Con	train
CFB118	Con	test
CFB119	Con	train
CFB120	Con	train
CFB121	Con	test
CFB122	Con	train
CFB123	Con	train
CFB124	Con	train
CFB125	Con	train
CFB126	Con	test
CFB127	Con	train
CFB128	Con	train
CFB129	Con	train
CFB130	Con	train
CFB131	Con	train
CFB132	Con	train
CFB133	Con	train
CFB134	Con	test
CFB135	Con	train
CFB136	Con	train
CFB137	Con	train
CFB141	Con	train
CFB142	Con	train
CFB143	Con	train
CFB144	Con	train
CFB145	Con	train
CFB146	Con	train
CFB147	Con	train
CFB148	Con	train
CFB149	Con	train
CFB150	Con	test
CFB151	Con	train
CFB152	Con	test
CFB153	Con	test
CFB154	Con	train
CFB155	Con	train
CFB156	Con	train
CFB157	Con	train
SFB001_1	LAEC	train
SFB002_1	LAEC	test
SFB003_1	LAEC	train
SFB004_1	LAEC	train
SFB005_1	LAEC	train
SFB006_1	LAEC	test
SFB007_1	LAEC	test
SFB008_1	LAEC	train
SFB009_1	LAEC	test
SFB010_1	LAEC	train
SFB011_1	LAEC	train
SFB012_1	LAEC	test
SFB013_1	LAEC	train
SFB014_1	LAEC	train
SFB015_1	LAEC	test
SFB016_1	LAEC	train
SFB017_1	LAEC	train
SFB018_1	LAEC	train
SFB019_1	LAEC	train
SFB020_1	LAEC	train
SFB021_1	LAEC	train
SFB022_1	LAEC	train
SFB023_1	LAEC	train
SFB024_1	LAEC	train
SFB025_1	LAEC	test
SFB026_1	LAEC	train
SFB027_1	LAEC	train
SFB028_1	LAEC	train
SFB029_1	LAEC	train
SFB030_1	LAEC	train
SFB031_1	LAEC	train
SFB032_1	LAEC	train
SFB033_1	LAEC	train
SFB034_1	LAEC	train
SFB035_1	LAEC	test
SFB036_1	LAEC	train
SFB037_1	LAEC	train
SFB038_1	LAEC	train
SFB039_1	LAEC	train
SFB040_1	LAEC	test
SFB041_1	LAEC	train
SFB044_1	LAEC	test
SFB045_1	LAEC	train
SFB046_1	LAEC	train
SFB047_1	LAEC	train
SFB048_1	LAEC	train
SFB049_1	LAEC	test
SFB050_1	LAEC	train
SFB051_1	LAEC	train
SFB052_1	LAEC	train
SFB053_1	LAEC	train
SFB054_1	LAEC	test
SFB055_1	LAEC	train
SFB056_1	LAEC	train
SFB057_1	LAEC	train
SFB058_1	LAEC	test
SFB059_1	LAEC	test
SFB060_1	LAEC	train
SFB061_1	LAEC	train
SFB062_1	LAEC	train
SFB063_1	LAEC	train
SFB064_1	LAEC	train
SFB065_1	LAEC	train
SFB066_1	LAEC	train
SFB067_1	LAEC	train
SFB068_1	LAEC	train
SFB070_1	LAEC	train
SFB071_1	LAEC	train
SFB072_1	LAEC	train
SFB073_1	LAEC	test
SFB074_1	LAEC	train
SFB075_1	LAEC	train
SFB076_1	LAEC	train
SFB077_1	LAEC	train
SFB078_1	LAEC	train
SFB079_1	LAEC	test
SFB080_1	LAEC	test
SFB081_1	LAEC	train
SFB082_1	LAEC	test
SFB083_1	LAEC	train
SFB084_1	LAEC	test
SFB085_1	LAEC	train
SFB086_1	LAEC	train
SFB087_1	LAEC	train
SFB088_1	LAEC	train
SFB090_1	LAEC	train
SFB091_1	LAEC	test
SFB092_1	LAEC	train
SFB093_1	LAEC	train
